,loss,mse,mae,mape,rmse
0,0.07554706186056137,0.0354466512799263,0.13110008835792542,57048692.0,0.18827280402183533
1,0.06414908170700073,0.012950625270605087,0.08228106796741486,34241476.0,0.11380081623792648
2,0.0626058354973793,0.010222069919109344,0.07218165695667267,29002424.0,0.1011042520403862
3,0.06168607994914055,0.008767832070589066,0.06643209606409073,25689774.0,0.09363669902086258
4,0.06093490868806839,0.007669124286621809,0.061828553676605225,22931872.0,0.08757353574037552
5,0.060198280960321426,0.006607485469430685,0.05739763751626015,21110196.0,0.08128643780946732
6,0.059414904564619064,0.005454623606055975,0.0518033467233181,18625868.0,0.07385542243719101
7,0.05887554585933685,0.004789799451828003,0.04806774482131004,16876386.0,0.06920837610960007
8,0.05844569951295853,0.004348653368651867,0.04490214213728905,15175310.0,0.06594432145357132
9,0.058033086359500885,0.0039497553370893,0.04203258082270622,13657441.0,0.0628470778465271
10,0.05759274587035179,0.003502343548461795,0.038991235196590424,12237556.0,0.0591806024312973
11,0.05728849396109581,0.0033383022528141737,0.03758622333407402,11506896.0,0.05777804180979729
12,0.056988999247550964,0.0031936715822666883,0.036343615502119064,10726472.0,0.05651257932186127
13,0.05667303875088692,0.003020449308678508,0.03498272970318794,10097713.0,0.05495861545205116
14,0.05629017576575279,0.002716997405514121,0.03333457186818123,9312229.0,0.05212482437491417
15,0.0560084730386734,0.0026194367092102766,0.032679010182619095,9063118.0,0.051180433481931686
